epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.7365035406748452,2.7400520833333335,6.333333333333333,33.666666717529296
1,2.7274334239959717,2.6905208333333333,7.666666666666667,41.333333536783854
2,2.7302918084462484,2.6504427083333333,12.000000101725261,46.333333536783854
3,2.698021567662557,2.5151692708333333,16.00000010172526,53.66666676839193
4,2.6644384638468424,2.4272265625,20.333333435058595,67.00000010172526
5,2.653847532272339,2.329453125,24.666666768391927,67.00000020345053
6,2.6134880701700847,2.17548828125,27.666666870117187,78.33333353678385
7,2.565623540878296,2.1878255208333335,26.666666768391927,72.33333343505859
8,2.5804521083831786,2.0781770833333333,30.00000010172526,78.66666687011718
9,2.5496857261657713,2.0614583333333334,33.00000010172526,79.00000020345053
10,2.589324286778768,2.078971354166667,32.66666676839193,83.00000020345053
11,2.533240229288737,2.015963541666667,30.000000203450522,84.33333353678385
12,2.522167959213257,1.9588802083333334,36.333333536783854,83.66666666666667
13,2.489777466456095,1.8541536458333334,37.66666676839193,89.33333353678385
14,2.488475217819214,1.9210546875,37.333333536783854,82.33333353678385
15,2.496850964228312,1.8265950520833334,39.00000010172526,89.66666666666667
16,2.4671382109324136,1.8222395833333334,41.333333333333336,86.66666676839192
17,2.4474674447377525,1.8459114583333334,37.666666666666664,86.00000020345053
18,2.4808887958526613,1.992353515625,34.00000020345052,78.66666666666667
19,2.4552398204803465,1.8496484375,37.0,84.66666687011718
20,2.4340013313293456,1.79578125,38.66666676839193,85.66666666666667
21,2.4698475297292073,1.9287109375,36.666666666666664,86.0
22,2.4325852807362875,1.7652604166666668,41.33333343505859,85.33333333333333
23,2.4573921235402425,1.6507161458333333,47.00000020345052,92.00000020345053
24,2.4469810930887856,1.7523697916666667,45.00000010172526,86.66666687011718
25,2.4419622866312665,1.6965234375,46.66666676839193,87.33333333333333
26,2.384411017100016,1.5519205729166667,53.00000010172526,92.33333333333333
27,2.384754660924276,1.5191927083333334,53.00000020345052,90.66666687011718
28,2.398227095603943,1.4711588541666667,53.0,93.66666666666667
29,2.3911018911997477,1.589453125,49.66666676839193,89.66666666666667
30,2.3793480173746744,1.5336328125,54.00000020345052,91.0
31,2.3557363669077556,1.4414388020833333,54.0,94.0
32,2.3441010983784993,1.3947265625,54.0,94.33333343505859
33,2.37270588239034,1.4430859375,54.66666676839193,92.66666676839192
34,2.327656831741333,1.4712239583333333,54.333333333333336,91.33333353678385
35,2.339084122975667,1.4007682291666668,57.33333343505859,93.33333353678385
36,2.3266081968943277,1.4059700520833334,54.66666676839193,93.33333333333333
37,2.327478733062744,1.3685286458333332,56.33333343505859,90.66666666666667
38,2.3121455097198487,1.2901041666666666,60.66666676839193,95.00000010172526
39,2.30288635412852,1.4626432291666667,53.66666687011719,90.66666687011718
40,2.306756114959717,1.3012044270833334,56.333333536783854,94.66666666666667
41,2.311000572840373,1.3007486979166667,62.00000010172526,95.00000010172526
42,2.300195188522339,1.3712760416666667,61.33333343505859,92.66666666666667
43,2.2828865242004395,1.22048828125,62.333333536783854,94.33333333333333
