epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.7554924360911053,2.7589322916666665,5.333333358764649,32.666666717529296
1,2.6930541133880617,2.4980729166666666,21.333333435058595,66.33333343505859
2,2.5559105745951336,2.1351953125,41.0,87.33333343505859
3,2.4413560676574706,1.8400911458333333,53.00000020345052,93.33333353678385
4,2.3235717741648356,1.6559505208333334,54.66666687011719,93.33333353678385
5,2.2297860034306844,1.59609375,53.333333536783854,92.00000010172526
6,2.2601547543207805,1.5323307291666666,55.333333536783854,91.33333333333333
7,2.173011441230774,1.2277994791666667,68.00000020345053,97.0
8,2.1915593179066977,1.2380729166666666,67.00000020345053,96.66666666666667
9,2.176528172492981,1.24609375,65.33333343505859,96.66666666666667
10,2.1666243426005045,1.2897916666666667,64.33333353678385,96.33333353678385
11,2.104641874631246,1.344765625,60.00000020345052,94.33333353678385
12,2.1670528554916384,1.2428385416666667,65.33333343505859,95.66666676839192
13,2.156506894429525,1.2953190104166667,64.0,94.33333333333333
14,2.2091229311625162,1.3824674479166668,54.333333333333336,95.66666666666667
15,2.195549473762512,1.20470703125,65.66666666666667,95.0
16,2.183101148605347,1.3082421875,60.00000020345052,94.66666666666667
17,2.173241899808248,1.2918359375,61.333333333333336,96.66666687011718
18,2.1362271706263223,1.1961328125,64.66666687011718,94.33333333333333
19,2.1694480101267497,1.2447265625,62.00000020345052,93.66666687011718
20,2.1044380235672,1.1281510416666667,65.66666687011718,98.0
21,2.144426695505778,1.2570572916666667,61.666666666666664,94.33333353678385
22,2.1751632102330527,1.263671875,65.0,95.33333333333333
23,2.1610040934880574,1.3329427083333334,62.0,93.0
24,2.1610801204045615,1.23255859375,63.333333333333336,96.66666666666667
25,2.1351944144566852,1.2993619791666666,62.66666676839193,95.33333333333333
26,2.1300441376368204,1.22298828125,62.33333343505859,95.33333353678385
27,2.1795618375142416,1.2272265625,64.33333353678385,95.0
28,2.1824540805816652,1.2394140625,66.00000020345053,94.66666666666667
29,2.1249682823816936,1.1660026041666667,68.66666687011718,96.66666676839192
30,2.1181564807891844,1.1690169270833333,66.0,94.66666687011718
31,2.1767056957880655,1.2776888020833332,63.00000010172526,96.00000020345053
32,2.081263469060262,1.1502278645833333,64.33333343505859,96.00000020345053
33,2.156128471692403,1.09609375,69.0,98.00000020345053
34,2.1081546433766682,1.2207161458333333,62.33333343505859,95.66666687011718
