epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.76135747273763,2.747109375,6.0,33.33333338419596
1,2.5393466726938883,2.295130208333333,38.66666676839193,80.66666676839192
2,2.064042795499166,1.6964322916666668,57.666666666666664,94.66666687011718
3,1.6076256767908732,1.3168229166666667,63.66666687011719,95.33333353678385
4,1.3220369346936545,1.0708333333333333,68.00000020345053,98.66666687011718
5,1.1231701850891114,1.0385091145833334,63.66666687011719,96.33333333333333
6,1.0072582801183065,0.8878515625,69.66666687011718,96.66666687011718
7,0.8805731630325317,0.94873046875,69.33333343505859,95.00000020345053
8,0.7898679900169373,0.8845572916666666,69.33333343505859,97.66666666666667
9,0.775574213663737,0.8881315104166667,71.33333353678385,96.33333333333333
10,0.7883350706100464,0.9494140625,69.00000020345053,94.33333333333333
11,0.7225586557388306,1.122900390625,65.33333333333333,94.66666666666667
12,0.7685054469108582,1.1230338541666667,65.0,94.0
13,0.6974318313598633,0.9083723958333333,71.66666687011718,96.0
14,0.6984916845957438,1.026357421875,72.00000020345053,94.66666666666667
15,0.7658656827608744,1.0846809895833334,69.66666676839192,94.00000020345053
16,0.8068845295906066,1.1180013020833333,68.66666666666667,93.66666687011718
17,0.7950528971354167,1.23140625,65.33333343505859,92.66666666666667
18,0.7511724519729615,1.1495703125,67.33333343505859,92.33333333333333
19,0.6915981721878052,1.05890625,69.33333343505859,94.66666666666667
20,0.740491353670756,1.2418098958333332,67.00000020345053,91.66666687011718
21,0.8108322946230571,1.15654296875,65.66666676839192,93.33333333333333
22,0.8816298770904542,1.0705924479166666,66.0,95.33333333333333
23,0.7730106623967489,1.26591796875,64.66666666666667,90.33333333333333
24,0.9581869371732076,1.1348177083333333,69.00000010172526,92.33333353678385
25,0.8780756910641988,1.2813818359375,62.333333333333336,91.66666666666667
26,0.8567064388593038,1.0293522135416666,69.0,94.66666666666667
27,0.7086130118370056,1.15810546875,67.33333333333333,92.66666666666667
28,0.7453890331586202,1.4661279296875,61.0,90.33333333333333
29,0.7088693515459696,1.20109375,68.0,93.33333333333333
30,0.683751703898112,0.9951106770833333,71.00000010172526,93.33333353678385
31,0.6716583450635274,1.1358723958333334,71.33333353678385,91.66666687011718
32,0.7535096693038941,1.2803385416666666,68.66666676839192,88.66666666666667
33,0.7892859745025634,1.0570670572916667,70.33333333333333,94.66666666666667
34,0.6331712969144185,0.9521126302083334,73.66666687011718,94.66666687011718
35,0.6643533722559611,1.2485091145833334,66.33333343505859,90.66666666666667
36,0.666613818804423,1.0373307291666667,75.0,94.66666666666667
37,0.5828515442212423,0.9120963541666667,74.33333343505859,95.0
38,0.5759638810157776,1.0235091145833333,73.33333343505859,94.33333333333333
39,0.5801250274976094,1.1117838541666667,70.66666676839192,93.66666666666667
40,0.6399534646670023,1.3000651041666667,68.00000010172526,91.00000010172526
41,0.7881458799044291,1.4613248697916668,62.666666666666664,90.00000020345053
42,0.9011342072486878,1.0683723958333333,72.00000010172526,92.66666666666667
43,0.8762598419189453,1.1973177083333333,67.33333343505859,92.00000020345053
44,0.8092005562782287,1.0695572916666667,69.0,95.0
45,0.6747375218073527,1.1656412760416666,68.66666687011718,92.0
46,0.6308652965227762,1.0485221354166667,71.00000010172526,95.33333353678385
47,0.6748937964439392,1.2623665364583334,68.33333353678385,92.33333333333333
48,0.7147675323486328,1.2045377604166667,67.00000020345053,93.66666666666667
49,0.7354968086878458,1.253095703125,66.33333343505859,91.0
50,0.7564458870887756,1.045537109375,72.00000010172526,94.33333333333333
51,0.6812796028455098,1.0438020833333332,69.66666676839192,93.66666666666667
52,0.678541571299235,1.1427799479166667,69.66666687011718,95.33333353678385
53,0.6325399478276571,1.1818489583333334,69.33333333333333,92.33333333333333
54,0.6597625668843587,1.0049869791666666,73.00000020345053,95.0
55,0.6434403570493062,1.1678645833333334,71.33333343505859,92.66666687011718
56,0.6894739596048991,1.39984375,65.0,89.00000010172526
57,0.6498539813359578,1.1450130208333333,70.33333333333333,90.66666676839192
58,0.6298890741666158,1.1125423177083333,71.66666666666667,95.0
59,0.6182208641370137,1.1469921875,68.66666666666667,94.66666687011718
60,0.6414716951052348,1.4188736979166667,64.33333343505859,90.33333333333333
61,0.7196635071436565,0.986904296875,72.33333333333333,96.33333353678385
62,0.6264420620600383,1.0749658203125,74.0,93.0
63,0.6500249115626017,1.0946647135416667,71.66666666666667,92.0
64,0.7264092508951823,1.2269661458333334,65.66666676839192,93.66666676839192
65,0.7224859722455342,1.1871061197916666,67.66666676839192,94.0
66,0.6839536190032959,1.2278255208333333,67.66666687011718,92.0
67,0.7212036347389221,1.2084700520833334,67.33333353678385,92.00000020345053
68,0.6959697477022807,1.554921875,60.333333536783854,90.66666666666667
69,0.7126687463124594,1.327265625,67.66666687011718,91.66666666666667
70,0.6206415192286173,1.1345052083333333,71.66666676839192,94.0
71,0.5969391989707947,1.1349479166666667,71.66666676839192,93.0
72,0.592842272122701,1.0174348958333332,76.33333353678385,94.33333333333333
73,0.5693658375740052,1.1011393229166666,73.33333353678385,94.0
74,0.5678386314709981,1.0718359375,74.0,93.66666666666667
75,0.5672920068105062,1.04671875,73.66666687011718,94.66666666666667
76,0.5804787278175354,1.1884244791666667,71.66666687011718,91.66666666666667
77,0.589489692846934,1.0447721354166666,74.00000020345053,94.0
78,0.5817589982350667,1.2488411458333333,70.33333353678385,94.66666666666667
