epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.745274508794149,2.674036458333333,12.333333333333334,35.666666717529296
1,1.6826617018381755,0.5043033854166666,90.33333333333333,99.66666666666667
2,0.789303404490153,0.28082194010416667,93.66666666666667,100.0
3,0.6662431494394938,0.284775390625,93.33333333333333,99.66666666666667
4,0.6266758171717326,0.22074055989583333,96.33333333333333,100.0
5,0.5858540296554565,0.25962727864583335,95.66666666666667,99.66666666666667
6,0.592001797358195,0.2581689453125,94.0,100.0
7,0.6755265331268311,0.44567301432291667,86.66666666666667,99.33333333333333
8,0.8791367785135905,0.728671875,79.00000005086262,97.33333353678385
9,0.8085466146469116,0.44135416666666666,88.00000010172526,99.66666687011718
10,0.6874392231305441,0.5254459635416666,87.0,99.0
11,0.8051185266176859,0.7444791666666667,79.0,97.0
12,0.8248750758171082,0.62376953125,82.66666687011718,98.66666687011718
13,0.7421762418746948,0.80908203125,79.66666676839192,93.66666666666667
14,0.8355076702435812,0.490068359375,86.66666687011718,98.66666666666667
15,0.7324445072809855,0.5506022135416667,85.00000010172526,99.66666666666667
16,0.6939044086138407,0.5484114583333334,83.33333353678385,98.66666666666667
17,0.8922696137428283,0.83697265625,79.00000010172526,95.0
18,0.8984163347880045,0.7047265625,81.33333353678385,97.33333333333333
19,0.7219668213526408,0.6223665364583333,82.33333353678385,98.33333333333333
20,0.7908347264925639,0.979375,73.33333353678385,95.66666666666667
21,0.9177881288528442,1.0575065104166668,67.6666667175293,95.33333333333333
22,0.8584449982643128,1.1683040364583333,67.00000010172526,95.00000020345053
23,0.9130044444402059,1.1757421875,69.33333333333333,91.66666676839192
24,0.8903974890708923,0.92984375,74.6666667175293,96.66666687011718
25,0.7430090403556824,0.5655826822916666,84.00000020345053,99.0
26,0.6453787517547608,0.5134733072916666,85.33333353678385,99.33333333333333
27,0.6217929530143738,0.4911295572916667,86.66666676839192,99.33333333333333
28,0.6044427975018819,0.47974283854166666,87.00000020345053,99.33333333333333
29,0.5969516317049662,0.4607877604166667,88.00000020345053,99.33333333333333
